IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,PercFullyVaccinated
2104503,Governador Archer,10931,2022-06-28,17492,7927,6305,57.6799926813649
2104552,Governador Edison Lobão,18740,2022-06-28,24907,12510,9665,51.5741728922092
2104602,Governador Eugênio Barros,14703,2022-06-28,22780,10114,8333,56.6755083996463
2104651,Governador Newton Bello,10121,2022-06-28,16583,7091,6121,60.4782136152554
2104677,Governador Nunes Freire,25502,2022-06-28,34608,16411,13005,50.9960003137009
2104800,Grajaú,70692,2022-06-28,104979,50614,39516,55.898828721779
2104909,Guimarães,11966,2022-06-28,28272,11050,10123,84.5980277452783
2105005,Humberto de Campos,29143,2022-06-28,39252,19406,14342,49.2125038602752
2105302,Imperatriz,259980,2022-06-28,489688,226202,189676,72.9579198399877
2105401,Itapecuru Mirim,69233,2022-06-28,115236,51671,42591,61.5183510753542
2105427,Itinga do Maranhão,26134,2022-06-28,31779,15795,12000,45.9171959898982
2105450,Jatobá,10464,2022-06-28,11503,5229,4189,40.0324923547401
2105500,João Lisboa,23677,2022-06-28,39254,18461,15284,64.5520969717447
2105708,Lago da Pedra,50959,2022-06-28,54875,25551,20684,40.5894935143939
2105807,Lago do Junco,10900,2022-06-28,17143,7748,6383,58.5596330275229
2105922,Lagoa do Mato,11280,2022-06-28,18641,7621,6891,61.0904255319149
2105948,Lago dos Rodrigues,8841,2022-06-28,16924,7218,6441,72.8537495758398
2105963,Lagoa Grande do Maranhão,11534,2022-06-28,15523,7453,5956,51.6386336049939
2106102,Loreto,12271,2022-06-28,21831,9418,8169,66.5715915573303
2106300,Magalhães de Almeida,20228,2022-06-28,31218,12929,11236,55.5467668578208
2106326,Maracaçumé,21773,2022-06-28,23228,11159,8481,38.9519129196712
2106359,Marajá do Sena,7757,2022-06-28,9374,4654,3619,46.6546345236561
2106607,Matões,34099,2022-06-28,64860,28071,23985,70.3393061380099
2106631,Matões do Norte,17316,2022-06-28,13284,5881,4980,28.7595287595288
2106672,Milagres do Maranhão,8502,2022-06-28,11129,5100,4219,49.6236179722418
2106706,Mirador,21045,2022-06-28,28665,13370,10827,51.4468995010691
2106755,Miranda do Norte,29121,2022-06-28,27337,12693,10126,34.7721575495347
2106805,Mirinzal,15059,2022-06-28,30418,12874,10822,71.8640015937313
2106904,Monção,33888,2022-06-28,40635,19340,14873,43.8886921624174
2107001,Montes Altos,9064,2022-06-28,16182,7487,6068,66.946160635481
2107308,Nova Iorque,4682,2022-06-28,7730,3599,2845,60.7646304997864
2107357,Nova Olinda do Maranhão,21228,2022-06-28,29829,12693,10722,50.5087620124364
2107407,Olho d'Água das Cunhãs,19616,2022-06-28,28482,12170,10497,53.5124388254486
2107456,Olinda Nova do Maranhão,14968,2022-06-28,19850,8982,7574,50.6012827365045
2107506,Paço do Lumiar,125265,2022-06-28,169266,75330,64479,51.4740749610825
2107605,Palmeirândia,19840,2022-06-28,28601,13080,10812,54.4959677419355
2107704,Paraibano,21571,2022-06-28,38588,16257,13839,64.1555792499189
2107803,Parnarama,35108,2022-06-28,67400,27299,24681,70.3002164748775
2107902,Passagem Franca,19253,2022-06-28,34199,14511,12751,66.2286396925155
2108009,Pastos Bons,19693,2022-06-28,31812,14562,12466,63.3016808002844
2108058,Paulino Neves,16295,2022-06-28,32309,14344,12190,74.8082233814053
2108207,Pedreiras,39153,2022-06-28,64881,29981,23685,60.4934487778714
2108306,Penalva,38987,2022-06-28,43733,23062,16976,43.5427193679945
2108405,Peri Mirim,14371,2022-06-28,19643,8885,7325,50.970704891796
2108454,Peritoró,23530,2022-06-28,29569,14200,11276,47.9218019549511
2108504,Pindaré-Mirim,33186,2022-06-28,47588,22347,17939,54.0559271982161
2108603,Pinheiro,84160,2022-06-28,142346,68020,55923,66.4484315589354
2108801,Pirapemas,18814,2022-06-28,30826,13457,11295,60.0350802593813
2108900,Poção de Pedras,17321,2022-06-28,35500,14899,13152,75.9309508688875
2109007,Porto Franco,24294,2022-06-28,39587,17444,15153,62.3734255371697
2109056,Porto Rico do Maranhão,5936,2022-06-28,11416,4908,4302,72.4730458221024
2109106,Presidente Dutra,48264,2022-06-28,71279,32738,27502,56.9824299685066
2109239,Presidente Médici,7124,2022-06-28,10784,4914,3987,55.9657495788883
2109270,Presidente Sarney,19217,2022-06-28,25897,12167,9812,51.0589582140813
2109502,Riachão,20288,2022-06-28,32447,15245,12108,59.6805993690852
2109551,Ribamar Fiquene,7859,2022-06-28,12995,5890,4795,61.0128515078254
2109601,Rosário,43243,2022-06-28,73272,31844,27270,63.0622297250422
2109700,Sambaíba,5686,2022-06-28,8763,4602,3581,62.9792472740063
2109759,Santa Filomena do Maranhão,7878,2022-06-28,8365,4117,3249,41.2414318354912
2109809,Santa Helena,42829,2022-06-28,41517,20089,16252,37.9462513717341
2109908,Santa Inês,89927,2022-06-28,160663,72129,61421,68.3009552192334
2110005,Santa Luzia,73105,2022-06-28,103788,50578,40971,56.0440462348677
2110039,Santa Luzia do Paruá,25487,2022-06-28,34719,15927,12844,50.3943186722643
2110104,Santa Quitéria do Maranhão,25884,2022-06-28,40707,19958,15019,58.0242620924123
2110237,Santana do Maranhão,13704,2022-06-28,15922,7045,6233,45.4830706363106
2110500,São Bento,45989,2022-06-28,64240,28667,24016,52.2211833264476
2110609,São Bernardo,28825,2022-06-28,51612,21356,19387,67.2575888985256
2110708,São Domingos do Maranhão,34391,2022-06-28,51698,23038,19063,55.4301997615655
2110807,São Félix de Balsas,4540,2022-06-28,9909,4126,3604,79.3832599118943
2110856,São Francisco do Brejão,12082,2022-06-28,14114,6552,5437,45.0008276775368
2111003,São João Batista,20736,2022-06-28,33129,14685,12597,60.7494212962963
2111029,São João do Carú,15768,2022-06-28,18255,8563,6703,42.5101471334348
2111052,São João do Paraíso,11207,2022-06-28,16759,7558,6662,59.4449897385563
2111078,São João do Soter,18746,2022-06-28,35836,15785,13490,71.9620185639603
2111102,São João dos Patos,26063,2022-06-28,58152,23086,20981,80.5010935042014
2111201,São José de Ribamar,180345,2022-06-28,264997,121963,101309,56.1751088192076
2111250,São José dos Basílios,7639,2022-06-28,13260,5533,4814,63.0187197277131
2111300,São Luís,1115932,2022-06-28,2307468,998706,876887,78.5788919038078
2111409,São Luís Gonzaga do Maranhão,18600,2022-06-28,38125,17478,14475,77.8225806451613
2111508,São Mateus do Maranhão,41750,2022-06-28,56968,26018,21378,51.2047904191617
2111607,São Raimundo das Mangabeiras,19090,2022-06-28,33670,14972,12761,66.8465165007858
2111631,São Raimundo do Doca Bezerra,5028,2022-06-28,10119,4616,3926,78.0827366746221
2111706,São Vicente Ferrer,22452,2022-06-28,32461,15247,12763,56.8457153037591
2111748,Senador Alexandre Costa,11285,2022-06-28,12628,6350,4767,42.2419140451927
2111763,Senador La Rocque,13981,2022-06-28,20441,10511,7397,52.9075173449682
2111789,Serrano do Maranhão,10343,2022-06-28,13605,6459,5020,48.5352412259499
2111805,Sítio Novo,18237,2022-06-28,30058,13149,11405,62.5376980863081
2111904,Sucupira do Norte,10631,2022-06-28,18717,8932,7158,67.3313893330825
2111953,Sucupira do Riachão,5692,2022-06-28,12636,4909,4556,80.0421644413212
2112100,Timbiras,29241,2022-06-28,37796,18504,14676,50.189801990356
2112209,Timon,171317,2022-06-28,287606,125738,105894,61.8117291337112
2112233,Trizidela do Vale,22223,2022-06-28,29070,13438,11172,50.2722404715835
2112407,Turiaçu,35811,2022-06-28,38912,19710,15390,42.9756220155818
2112456,Turilândia,26112,2022-06-28,23829,11484,8927,34.1873468137255
2112506,Tutóia,59927,2022-06-28,82087,36580,30802,51.3992023628748
2112704,Vargem Grande,57813,2022-06-28,36731,22137,13161,22.764776088423
2112803,Viana,52852,2022-06-28,78179,36618,28949,54.7737077121017
2113009,Vitorino Freire,31520,2022-06-28,55861,25027,21461,68.0869289340102
2114007,Zé Doca,52190,2022-06-28,75904,35575,28415,54.4452960337229
2200053,Acauã,7119,2022-06-28,16534,6484,6061,85.1383621295126
2200103,Agricolândia,5123,2022-06-28,14931,5630,5161,100.741752879172
2200202,Água Branca,17525,2022-06-28,35593,13962,12185,69.5292439372325
2200251,Alagoinha do Piauí,7678,2022-06-28,17101,6450,6111,79.5910393331597
2200301,Alto Longá,14371,2022-06-28,36310,13210,12645,87.9897014821516
2200400,Altos,40681,2022-06-28,98214,36863,34577,84.9954524225068
2200459,Alvorada do Gurguéia,5469,2022-06-28,11794,4752,4342,79.3929420369355
2200509,Amarante,17609,2022-06-28,43312,16288,14876,84.4795275143393
2200608,Angical do Piauí,6779,2022-06-28,16109,6030,5725,84.4519840684467
2200905,Aroazes,5819,2022-06-28,16380,6017,5829,100.171850833477
2201002,Arraial,4713,2022-06-28,12490,4661,4390,93.1466157436877
2201051,Assunção do Piauí,7879,2022-06-28,15260,6653,5628,71.4303845665694
2201101,Avelino Lopes,11361,2022-06-28,23319,9751,8761,77.1146906082211
2201176,Barra D'Alcântara,3953,2022-06-28,11932,4333,4170,105.489501644321
2201200,Barras,47298,2022-06-28,92154,42048,34621,73.1975982071124
2201408,Barro Duro,7022,2022-06-28,13988,5831,4888,69.6097977784107
2201507,Batalha,26951,2022-06-28,55862,21054,18911,70.1680828169641
2201556,Bela Vista do Piauí,4044,2022-06-28,10276,3852,3716,91.88921859545
2201572,Belém do Piauí,3607,2022-06-28,8378,3196,2964,82.1735514277793
2201606,Beneditinos,10479,2022-06-28,24826,9353,9279,88.5485256226739
2201705,Bertolínia,5512,2022-06-28,12069,4928,4297,77.9571843251089
2201739,Betânia do Piauí,6214,2022-06-28,14096,5558,5204,83.7463791438687
2201770,Boa Hora,6848,2022-06-28,14493,6116,4889,71.3931074766355
2201804,Bocaina,4509,2022-06-28,11414,4051,3967,87.9795963628299
2201903,Bom Jesus,25584,2022-06-28,64302,26339,23523,91.9441838649156
2201919,Bom Princípio do Piauí,5670,2022-06-28,14643,6204,5223,92.1164021164021
2201929,Bonfim do Piauí,5700,2022-06-28,13286,4856,4654,81.6491228070175
2201945,Boqueirão do Piauí,6443,2022-06-28,14912,5833,5407,83.9205339127736
2201960,Brasileira,8364,2022-06-28,17193,6443,5868,70.1578192252511
2201988,Brejo do Piauí,3824,2022-06-28,9014,3552,3188,83.3682008368201
2202000,Buriti dos Lopes,19832,2022-06-28,45636,19639,16778,84.600645421541
2202026,Buriti dos Montes,8282,2022-06-28,14414,5753,5016,60.5650808983337
2202059,Cabeceiras do Piauí,10671,2022-06-28,27900,10508,10032,94.0118077031206
2202075,Cajazeiras do Piauí,3586,2022-06-28,8433,3109,2842,79.2526491912995
2202083,Cajueiro da Praia,7704,2022-06-28,15569,6717,5669,73.5851505711319
2202091,Caldeirão Grande do Piauí,5786,2022-06-28,11697,4641,4502,77.8085032837885
2202109,Campinas do Piauí,5628,2022-06-28,9507,4334,3306,58.7420042643923
2202117,Campo Alegre do Fidalgo,5093,2022-06-28,12141,4577,4368,85.7647751816218
2202174,Campo Largo do Piauí,7342,2022-06-28,14912,5984,5473,74.5437210569327
2202208,Campo Maior,46950,2022-06-28,118620,45212,39913,85.0117145899894
2202251,Canavieira,3938,2022-06-28,7178,2994,2675,67.9278821736923
2202307,Canto do Buriti,21326,2022-06-28,42785,16889,14767,69.2441151645878
2202406,Capitão de Campos,11471,2022-06-28,26499,10839,9747,84.9707959201465
2202505,Caracol,11009,2022-06-28,26520,9623,9138,83.0048142428922
2202554,Caridade do Piauí,5102,2022-06-28,12300,4975,4414,86.515092120737
2202604,Castelo do Piauí,19716,2022-06-28,61410,23213,22019,111.68086833029
2202703,Cocal,27901,2022-06-28,53697,22001,20023,71.7644528869933
2202711,Cocal de Telha,4908,2022-06-28,12957,4965,4584,93.398533007335
2202729,Cocal dos Alves,6180,2022-06-28,14179,5413,4875,78.8834951456311
2202737,Coivaras,4044,2022-06-28,10542,4316,4087,101.063303659743
2202778,Colônia do Piauí,7665,2022-06-28,8455,4369,3371,43.9791258969341
2202802,Conceição do Canindé,4811,2022-06-28,9459,4299,3758,78.1126584909582
2202901,Corrente,26771,2022-06-28,55326,23863,20790,77.6586604908296
2203008,Cristalândia do Piauí,8350,2022-06-28,15121,6242,5540,66.3473053892216
2203107,Cristino Castro,10464,2022-06-28,20499,8102,7420,70.9097859327217
2203206,Curimatá,11461,2022-06-28,27856,11072,9919,86.5456766425268
2203255,Curralinhos,4475,2022-06-28,10096,3994,3712,82.9497206703911
2203271,Curral Novo do Piauí,5390,2022-06-28,7780,3887,3129,58.0519480519481
2203305,Demerval Lobão,13862,2022-06-28,40633,16336,15072,108.728899148752
2203404,Dom Expedito Lopes,6940,2022-06-28,14077,5541,5056,72.8530259365994
2203420,Domingos Mourão,4352,2022-06-28,12069,4654,4302,98.8511029411765
2203453,Dom Inocêncio,9574,2022-06-28,19734,7038,6455,67.4221850846041
2203503,Elesbão Veloso,14550,2022-06-28,34470,12502,11886,81.6907216494845
2203602,Eliseu Martins,4943,2022-06-28,10999,4683,4223,85.4339469957516
2203701,Esperantina,39953,2022-06-28,86916,35653,32262,80.7498811103046
2203750,Fartura do Piauí,5330,2022-06-28,12264,4730,4267,80.0562851782364
2203859,Floresta do Piauí,2561,2022-06-28,5985,2399,2127,83.0534947286216
2203909,Floriano,60111,2022-06-28,145022,55703,50196,83.5055147976244
2204006,Francinópolis,5345,2022-06-28,10865,3956,3747,70.1028999064546
2204105,Francisco Ayres,4300,2022-06-28,11608,4481,4107,95.5116279069767
2204204,Francisco Santos,9423,2022-06-28,16254,6651,5837,61.9441791361562
2204303,Fronteiras,11690,2022-06-28,21403,8908,8411,71.9503849443969
2204352,Geminiano,5477,2022-06-28,15167,6076,5620,102.610918385978
2204402,Gilbués,10698,2022-06-28,22897,9699,8638,80.7440643110862
2204501,Guadalupe,10496,2022-06-28,23177,8978,8012,76.3338414634146
2204550,Guaribas,4573,2022-06-28,11519,4465,4240,92.7181281434507
2204659,Ilha Grande,9487,2022-06-28,21415,8415,7630,80.4258458943818
2204709,Inhuma,15330,2022-06-28,41364,15836,14860,96.9341161121983
2204808,Ipiranga do Piauí,9863,2022-06-28,17618,7476,6687,67.7988441650613
2205003,Itainópolis,11571,2022-06-28,24549,9210,8681,75.0237663123326
2205102,Itaueira,11037,2022-06-28,24274,9278,8666,78.5177131466884
2205201,Jaicós,19233,2022-06-28,43733,17393,16080,83.6063016690064
2205250,Jardim do Mulato,4522,2022-06-28,10896,4141,3877,85.7363998230871
2205276,Jatobá do Piauí,4885,2022-06-28,14939,5269,4975,101.842374616172
2205300,Jerumenha,4443,2022-06-28,9519,4042,3342,75.219446320054
2205409,Joaquim Pires,14396,2022-06-28,36141,14171,12916,89.7193664906919
2205458,Joca Marques,5488,2022-06-28,11531,4670,4137,75.3826530612245
2205508,José de Freitas,39457,2022-06-28,88616,35900,31450,79.7070228349849
2205516,Juazeiro do Piauí,5491,2022-06-28,12287,5048,4373,79.639409943544
2205524,Júlio Borges,5653,2022-06-28,11764,4654,4255,75.2697682646383
2205540,Lagoinha do Piauí,2870,2022-06-28,5539,2428,2200,76.6550522648084
2205557,Lagoa Alegre,8610,2022-06-28,18206,7226,6640,77.1196283391405
2205565,Lagoa do Barro do Piauí,4658,2022-06-28,13331,4831,4580,98.3254615714899
2205581,Lagoa do Piauí,4086,2022-06-28,8724,3535,3289,80.4943710230054
2205706,Luís Correia,30558,2022-06-28,68187,27998,25200,82.4661299823287
2205805,Luzilândia,25521,2022-06-28,55524,22575,19974,78.2649582696603
2205904,Manoel Emídio,5352,2022-06-28,12225,4742,4065,75.9529147982063
2206100,Matias Olímpio,10979,2022-06-28,22001,9899,8216,74.8337735677202
2206209,Miguel Alves,33901,2022-06-28,68391,27202,24786,73.1128875254417
2206308,Miguel Leão,1239,2022-06-28,2824,1151,982,79.2574656981437
2206357,Milton Brandão,6603,2022-06-28,14888,6255,5525,83.6740875359685
2206407,Monsenhor Gil,10563,2022-06-28,24950,9813,9045,85.6290826469753
2206670,Morro do Chapéu do Piauí,6825,2022-06-28,16193,6595,5471,80.1611721611722
2206704,Nazaré do Piauí,7307,2022-06-28,16758,6616,5854,80.1149582592035
2206720,Nazária,8632,2022-06-28,9589,4567,3579,41.4620018535681
2206753,Nossa Senhora de Nazaré,4911,2022-06-28,11239,4032,3848,78.3547139075545
2206803,Nossa Senhora dos Remédios,8751,2022-06-28,18287,8483,7075,80.8479030967889
2206902,Novo Oriente do Piauí,6548,2022-06-28,14680,5642,5220,79.7189981673794
2206951,Novo Santo Antônio,3014,2022-06-28,7041,2757,2532,84.0079628400796
2207009,Oeiras,37138,2022-06-28,99157,37757,34985,94.2027034304486
2207108,Olho D'Água do Piauí,2477,2022-06-28,6578,2496,2406,97.1336293903916
2207207,Padre Marcos,6879,2022-06-28,15871,6590,6226,90.5073411833115
2207306,Paes Landim,4124,2022-06-28,11228,4478,4051,98.2298739088264
2207355,Pajeú do Piauí,3416,2022-06-28,8676,3253,3020,88.4074941451991
2207405,Palmeira do Piauí,5029,2022-06-28,12132,4853,4389,87.273811891032
2207504,Palmeirais,14633,2022-06-28,27332,11623,9826,67.1495933848152
2207553,Paquetá,3931,2022-06-28,9334,3803,3311,84.2279318239634
2207603,Parnaguá,10846,2022-06-28,16211,7541,6159,56.7859118569058
2207702,Parnaíba,153863,2022-06-28,349656,142164,124746,81.0760221755718
2207751,Passagem Franca do Piauí,4331,2022-06-28,9149,3769,3300,76.1948741630109
2207777,Patos do Piauí,6420,2022-06-28,17845,6352,6115,95.2492211838006
2207801,Paulistana,20583,2022-06-28,50747,20801,18834,91.5026963999417
2207850,Pavussu,3662,2022-06-28,10361,3713,3557,97.1327143637357
2207900,Pedro II,38812,2022-06-28,99184,40435,36005,92.7677007111203
2207934,Pedro Laurentino,2551,2022-06-28,6439,2437,2312,90.6311250490004
2207959,Nova Santa Rita,4392,2022-06-28,12445,4464,4336,98.7249544626594
2208007,Picos,78627,2022-06-28,209785,79047,72860,92.6653694023681
2208106,Pimenteiras,12150,2022-06-28,20107,7964,7415,61.0288065843621
2208205,Pio IX,18492,2022-06-28,42416,16227,14601,78.9584685269306
2208304,Piracuruca,28952,2022-06-28,72815,28302,26842,92.7120751588837
2208403,Piripiri,63829,2022-06-28,158664,60220,55412,86.8132040295164
2208502,Porto,12646,2022-06-28,29775,11939,10811,85.4894828404239
2208601,Prata do Piauí,3149,2022-06-28,8326,3046,2953,93.7758018418546
2208650,Queimada Nova,9041,2022-06-28,25319,9007,8714,96.3831434575821
2208700,Redenção do Gurguéia,8814,2022-06-28,15690,6813,5880,66.712049012934
2208809,Regeneração,17979,2022-06-28,38027,14910,13528,75.2433394515824
2208858,Riacho Frio,4306,2022-06-28,8991,3759,3313,76.9391546679053
2208874,Ribeira do Piauí,4499,2022-06-28,9200,3470,3185,70.7935096688153
2208908,Ribeiro Gonçalves,7408,2022-06-28,12515,5329,4650,62.7699784017279
2209005,Rio Grande do Piauí,6434,2022-06-28,16662,6262,5829,90.5968293441094
2209104,Santa Cruz do Piauí,6254,2022-06-28,17539,6202,5952,95.1710905020787
2209153,Santa Cruz dos Milagres,4046,2022-06-28,8290,3090,2984,73.7518536826495
2209203,Santa Filomena,6256,2022-06-28,13059,5765,4711,75.3037084398977
2209302,Santa Luz,5903,2022-06-28,12268,4868,4460,75.554802642724
2209377,Santa Rosa do Piauí,5254,2022-06-28,13307,5005,4627,88.0662352493338
2209401,Santo Antônio de Lisboa,6466,2022-06-28,13714,5316,4949,76.5388184348902
2209450,Santo Antônio dos Milagres,2172,2022-06-28,4545,1811,1636,75.3222836095764
2209500,Santo Inácio do Piauí,3809,2022-06-28,10736,3936,3673,96.4295090574954
2209609,São Félix do Piauí,2923,2022-06-28,8040,2758,2607,89.1891891891892
2209658,São Francisco de Assis do Piauí,5801,2022-06-28,14323,5235,5095,87.8296845371488
2209708,São Francisco do Piauí,6417,2022-06-28,13221,5076,4484,69.8768895122331
2209757,São Gonçalo do Gurguéia,3071,2022-06-28,5611,2284,2134,69.4887658743081
2209807,São Gonçalo do Piauí,5044,2022-06-28,12598,4759,4418,87.5892149088025
2209856,São João da Canabrava,4619,2022-06-28,11303,4262,3941,85.3214981597749
2209906,São João da Serra,6106,2022-06-28,16842,6341,6048,99.0501146413364
2209955,São João da Varjota,4856,2022-06-28,11838,4398,4207,86.6350906095552
2209971,São João do Arraial,8085,2022-06-28,21073,8285,7536,93.2096474953618
2210003,São João do Piauí,20720,2022-06-28,55607,20681,19365,93.4604247104247
2210052,São José do Divino,5361,2022-06-28,13711,5310,5036,93.9376981906361
2210102,São José do Peixe,3737,2022-06-28,8198,3318,2883,77.1474444741772
2210300,São Julião,6379,2022-06-28,13684,5183,4882,76.5323718451168
2210383,São Miguel da Baixa Grande,2456,2022-06-28,5552,2078,1966,80.0488599348534
2210409,São Miguel do Tapuio,17617,2022-06-28,36977,14937,13435,76.2615655332917
2210508,São Pedro do Piauí,14356,2022-06-28,27853,11602,10121,70.5001393145723
2210607,São Raimundo Nonato,35035,2022-06-28,97005,36579,33218,94.8137576709005
2210623,Sebastião Barros,3434,2022-06-28,8394,3643,3341,97.2917880023297
2210631,Sebastião Leal,4311,2022-06-28,7726,3240,2994,69.4502435629784
2210656,Sigefredo Pacheco,10074,2022-06-28,18361,7163,6646,65.9718086162398
2210706,Simões,14664,2022-06-28,33420,13425,12315,83.981178396072
2210805,Simplício Mendes,12778,2022-06-28,28922,11518,10638,83.2524651745187
2210904,Socorro do Piauí,4557,2022-06-28,11021,4062,3892,85.4070660522274
2210953,Tamboril do Piauí,2939,2022-06-28,7165,2792,2578,87.7169105137802
2211001,Teresina,871126,2022-06-28,2107655,812119,728595,83.6383026106442
2211100,União,44649,2022-06-28,99928,39859,35083,78.5751080651302
2211209,Uruçuí,21746,2022-06-28,57235,22397,20314,93.4148808976363
2211308,Valença do Piauí,20940,2022-06-28,47898,20914,18448,88.0993314231137
2211407,Várzea Grande,4382,2022-06-28,10061,3938,3600,82.1542674577819
2211506,Vera Mendes,3082,2022-06-28,8430,3447,3116,101.103179753407
2211704,Wall Ferraz,4479,2022-06-28,8634,3153,3046,68.0062513954008
2300101,Abaiara,11965,2022-06-28,17906,8229,6648,55.5620559966569
2300309,Acopiara,54687,2022-06-28,111298,45146,39272,71.8123137125825
2300408,Aiuaba,17584,2022-06-28,26896,12697,9657,54.9192447679709
2300754,Amontada,44195,2022-06-28,68151,29711,24251,54.8727231587284
2301000,Aquiraz,81581,2022-06-28,147277,62215,51793,63.4865961437099
2301109,Aracati,75392,2022-06-28,144440,60493,49784,66.0335314091681
2301208,Aracoiaba,26600,2022-06-28,62425,26811,23199,87.2142857142857
2301257,Ararendá,10983,2022-06-28,30424,11499,10905,99.2898115269052
2301307,Araripe,21707,2022-06-28,51654,21647,18444,84.9679826783987
2301703,Aurora,24567,2022-06-28,30864,19227,9888,40.2491146660154
2301802,Baixio,6318,2022-06-28,16320,6404,5376,85.0902184235518
2301851,Banabuiú,18313,2022-06-28,42628,16921,14213,77.6115327909136
2301901,Barbalha,61662,2022-06-28,147609,66010,55289,89.6646232687879
2302008,Barro,22834,2022-06-28,60992,27804,19166,83.9362354383814
2302057,Barroquinha,15069,2022-06-28,30397,13101,11257,74.7030327161723
2302107,Baturité,36127,2022-06-28,89581,37494,32830,90.8738616547181
2302206,Beberibe,54315,2022-06-28,101538,46821,37511,69.0619534198656
2302305,Bela Cruz,32851,2022-06-28,68114,27796,24100,73.3615415055858
2302404,Boa Viagem,54680,2022-06-28,113325,44189,38354,70.1426481346013
2302503,Brejo Santo,50195,2022-06-28,120388,46471,42625,84.9188166152007
2302602,Camocim,64147,2022-06-28,110268,49400,40608,63.3045972531841
2302701,Campos Sales,27513,2022-06-28,61732,29562,22609,82.1756987605859
2302800,Canindé,77484,2022-06-28,144657,62270,50721,65.4599659284498
2303006,Caridade,23011,2022-06-28,28018,14091,11036,47.959671461475
2303105,Cariré,18470,2022-06-28,25014,12848,8478,45.9014618299946
2303204,Caririaçu,27008,2022-06-28,63278,27930,21945,81.2537026066351
2303303,Cariús,18700,2022-06-28,36348,14790,12869,68.8181818181818
2303402,Carnaubal,17763,2022-06-28,41859,16765,13991,78.7648482801329
2303659,Catunda,10410,2022-06-28,30578,12515,10061,96.6474543707973
2303709,Caucaia,368918,2022-06-28,581463,263764,215651,58.4549954190362
2303808,Cedro,25612,2022-06-28,60746,23298,20259,79.0996407933781
2304103,Crateús,75241,2022-06-28,167904,67630,59699,79.3437088821255
2304202,Crato,133913,2022-06-28,293381,124936,105418,78.7212593250842
2304236,Croatá,18201,2022-06-28,42774,18782,15879,87.2424592055382
2304277,Ereré,7254,2022-06-28,13853,5706,4808,66.2806727322856
2304285,Eusébio,55035,2022-06-28,144341,57325,52101,94.6688470973017
2304301,Farias Brito,19330,2022-06-28,50531,20605,18331,94.831867563373
2304400,Fortaleza,2703391,2022-06-28,5697466,2214249,1999754,73.9720595355981
2304608,General Sampaio,7767,2022-06-28,17858,7032,6453,83.0822711471611
2304657,Graça,14415,2022-06-28,25865,10872,7459,51.7447103711412
2304707,Granja,55170,2022-06-28,120445,47684,41888,75.9253217328258
2304905,Groaíras,11219,2022-06-28,24709,10166,8293,73.9192441394064
2304954,Guaiúba,26508,2022-06-28,27183,15533,8708,32.8504602384186
2305001,Guaraciaba do Norte,40921,2022-06-28,52256,29303,17860,43.6450722123115
2305209,Hidrolândia,20126,2022-06-28,46039,19069,17402,86.4652688065189
2305308,Ibiapina,25165,2022-06-28,61869,23417,21249,84.4387045499702
2305357,Icapuí,20183,2022-06-28,46904,20722,15658,77.5801417034138
2305407,Icó,68303,2022-06-28,121069,56139,41791,61.1847210225027
2305506,Iguatu,103633,2022-06-28,159427,77914,54024,52.1301129948955
2305654,Ipaporanga,11597,2022-06-28,28266,11037,9660,83.2974045011641
2305704,Ipaumirim,12507,2022-06-28,24952,9983,8852,70.7763652354682
2305803,Ipu,42148,2022-06-28,65615,31872,24342,57.7536300654835
2305902,Ipueiras,38064,2022-06-28,80077,34198,26491,69.5959436738125
2306009,Iracema,14351,2022-06-28,28854,12396,9954,69.3610201379695
2306108,Irauçuba,24450,2022-06-28,52741,22877,19241,78.6952965235174
2306256,Itaitinga,38661,2022-06-28,102356,41680,37283,96.4356845399757
2306306,Itapajé,53448,2022-06-28,91993,39148,32256,60.3502469690166
2306405,Itapipoca,131687,2022-06-28,230808,105850,80524,61.1480252416716
2306553,Itarema,42595,2022-06-28,72521,33650,26274,61.6832961615213
2306603,Itatira,22018,2022-06-28,44822,20622,17804,80.8611136342992
2306702,Jaguaretama,18133,2022-06-28,45610,17539,15776,87.0015992941047
2306900,Jaguaribe,34592,2022-06-28,90629,37831,31313,90.5209296947271
2307007,Jaguaruana,33960,2022-06-28,76125,30986,25951,76.4163722025913
2307106,Jardim,27187,2022-06-28,52542,24138,17907,65.8660389156582
2307205,Jati,8150,2022-06-28,18064,7453,5896,72.3435582822086
2307254,Jijoca de Jericoacoara,20351,2022-06-28,40216,18904,14018,68.88113606211
2307304,Juazeiro do Norte,278264,2022-06-28,563175,240956,196891,70.756907109795
2307403,Jucás,24949,2022-06-28,49166,21160,17026,68.2432161609684
2307502,Lavras da Mangabeira,31476,2022-06-28,71032,28617,24498,77.8307281738467
2307601,Limoeiro do Norte,60232,2022-06-28,137984,54806,49563,82.2868242794528
2307635,Madalena,20031,2022-06-28,39443,15230,13251,66.152463681294
2307650,Maracanaú,230986,2022-06-28,590596,256456,201079,87.0524620539773
2307700,Maranguape,131677,2022-06-28,160205,83384,49698,37.742354397503
2308104,Mauriti,48370,2022-06-28,112919,54907,39116,80.8683068017366
2308302,Milagres,27413,2022-06-28,65086,26275,21922,79.9693576040565
2308401,Missão Velha,35566,2022-06-28,58805,29888,21935,61.6740707417196
